sample	Actinobacteria	Bacteroidetes	Cyanobacteria	Firmicutes	Fusobacteria	Proteobacteria	TM7	Tenericutes	Verrucomicrobia	Actinomyces	Rothia	Bifidobacterium	Atopobium	Collinsella	Eggerthella	Bacteroides	Parabacteroides	Prevotella	Rikenellaceae_un	S24-7	Barnesiellaceae_un	Odoribacter	Paraprevotella	Rummeliibacillus	Staphylococcus	Gemella	Enterococcus	Lactobacillus	Pediococcus	Lactococcus	Streptococcus	Turicibacter	Clostridiales_un	Christensenellaceae_un	Clostridiaceae_uc	Clostridiaceae_un	Clostridium	Lachnospiraceae_uc	Lachnospiraceae_un	Blautia	Coprococcus	Dorea	Epulopiscium	Lachnobacterium	Lachnospira	Roseburia	Ruminococcus	Peptostreptococcus	Ruminococcaceae_uc	Ruminococcaceae_un	Faecalibacterium	Oscillospira	Ruminococcus	Veillonellaceae_uc	Acidaminococcus	Dialister	Phascolarctobacterium	Veillonella	Mogibacterium	Erysipelotrichaceae_un	Coprobacillus	Eubacterium	Fusobacterium	Sutterella	Bilophila	Enterobacteriaceae_uc	Enterobacteriaceae_un	Klebsiella	Haemophilus	Vibrio	Akkermansia
212.2	0.016696791	0.00964473	4.44E-05	0.840780468	1.48E-05	0.132729859	2.96E-05	0	4.44E-05	0.003377878	7.41E-05	0.010266971	0.002800083	0	0	0.007748378	0.00031112	2.96E-05	0.000400012	0.000651871	1.48E-05	0.000133337	4.44E-05	1.48E-05	7.41E-05	0.004903849	0.005363122	0.006770571	0.003926042	0.020237637	0.205694984	0	0.001674124	4.44E-05	0.019422798	0.001703754	0.433820261	0.000385197	0.000859285	0.000162968	1.48E-05	4.44E-05	0	1.48E-05	5.93E-05	0.000148153	0.000222229	0	1.48E-05	0.001229666	0.000251859	0.000429642	0.000148153	0.00028149	2.96E-05	1.48E-05	4.44E-05	0.111855166	0	2.96E-05	0	0	1.48E-05	0.000118522	0	0.000385197	0.124418501	8.89E-05	8.89E-05	7.41E-05	4.44E-05
212.4	0.013783928	0.008807877	2.66E-05	0.850824907	2.66E-05	0.12642363	0	2.66E-05	5.32E-05	0.00274082	0.000133049	0.008062799	0.002235232	2.66E-05	0	0.006758914	0.000399148	5.32E-05	0.000266099	0.000771687	2.66E-05	0.000133049	5.32E-05	0	7.98E-05	0.004337414	0.00526876	0.00518893	0.003033528	0.018121341	0.184912187	0	0.001809473	2.66E-05	0.017269824	0.016338478	0.473895689	0.000745077	0.000771687	0.000133049	2.66E-05	0	0	0	2.66E-05	0.00010644	0.000345929	0	5.32E-05	0.001649814	0.000239489	0.000186269	0.000239489	0.00271421	0	5.32E-05	0.000585418	0.082676956	0	2.66E-05	0	5.32E-05	2.66E-05	2.66E-05	0	0.006359766	0.108169239	0.000133049	7.98E-05	0.000159659	5.32E-05
214.4	0.003996978	0.400892008	0	0.590212279	0.000853014	0.003338939	4.87E-05	2.44E-05	0.000511808	0.000853014	4.87E-05	7.31E-05	4.87E-05	0.00214472	0.000511808	0.337549658	0.039214253	0.000877385	0.021495942	2.44E-05	0	0	4.87E-05	0	7.31E-05	2.44E-05	0	2.44E-05	0	0.000389949	0.003168336	0	0.09929078	0.001949745	7.31E-05	0.005971095	4.87E-05	0.034437377	0.078574736	0.02227584	0.004386927	0.003143964	0	0.01852258	0.000560552	0.004679389	0.001291706	0	0.008164559	0.215032536	0.000243718	0.012527114	0.045599669	0.000926129	0	2.44E-05	0.009090688	9.75E-05	0.001023616	0.001681655	7.31E-05	0.004070093	0.000853014	0.001096732	9.75E-05	4.87E-05	0.001437937	0	2.44E-05	0	0.000511808
215.4	0.000283395	0.547701464	2.02E-05	0.440416186	0	0.010849983	0	0.000364365	0.000283395	2.02E-05	8.10E-05	2.02E-05	0	2.02E-05	4.05E-05	0.086718892	0.007024149	0.417724338	0.01042489	0	0.001336005	0.000465578	0.004271169	0	4.05E-05	2.02E-05	0	6.07E-05	0	0	0.003157831	2.02E-05	0.023602761	0.006578814	0.00016194	0.001255035	6.07E-05	0.045201514	0.104916905	0.008218457	0.060261938	0.00089067	0	0.00105261	0.008177972	0.017550252	0.000546548	0	0.002793466	0.084856582	0.038400032	0.005850084	0.009736645	6.07E-05	0.00016194	0	0.007894577	0.000101213	0.000607275	0.00072873	0	0	0	0.000688245	0.000141698	2.02E-05	0.00032388	0	0.009554462	2.02E-05	0.000283395
171.1	0.014406514	0.651111807	0	0.269025994	0.010021923	0.050109615	0	0	0.005324147	0.00062637	0.007203257	0.000313185	0.00062637	0	0.004697776	0.641403069	0.000939555	0.000313185	0.007203257	0.00125274	0	0	0	0	0.000313185	0.000313185	0.000939555	0.004071406	0	0.000313185	0.055120576	0.000939555	0.000939555	0	0.00062637	0.000939555	0.005637332	0.009082368	0.071093016	0.005010961	0	0	0.00062637	0.00062637	0	0.00062637	0.039461322	0	0	0.004384591	0.000939555	0.005010961	0.000313185	0	0.000313185	0.010961478	0.000313185	0.012840589	0	0.007516442	0	0.007829627	0.010021923	0.006576887	0	0.00062637	0.034137175	0	0.002505481	0	0.005324147
217.4	0.006831824	0.138448107	0.000109135	0.846753247	2.18E-05	0.006984612	0	0.000371058	2.18E-05	2.18E-05	0	0.004147113	0	0.001942595	0	0.094619666	0.007377496	0	0.030557678	4.37E-05	0.004256248	0.000523846	0	0	4.37E-05	8.73E-05	2.18E-05	0.00063298	0	0	0.000545673	0.000392884	0.034530176	0.001091346	0.00028375	0.004583652	0.000742115	0.159576558	0.093550147	0.005522209	0.011197206	0.004125286	2.18E-05	0.000261923	0.020648259	0.00416894	0.000763942	0	0.010018553	0.296474954	0.128604169	0.010455091	0.027523737	0.000218269	0.009909418	0.002073557	0	6.55E-05	0.000349231	0.000589327	2.18E-05	2.18E-05	2.18E-05	0.00205173	6.55E-05	2.18E-05	0.001222307	2.18E-05	0.000611154	0	2.18E-05
218.2	0.006142237	0.573048743	0	0.282849998	2.19E-05	0.137761593	0	6.58E-05	2.19E-05	0	0	0.001645242	0	0.003246611	4.39E-05	0.488242004	0.042074321	0.000307112	0.005725442	0.018558329	0.005264774	0.000965209	0.010924407	8.77E-05	8.77E-05	0	8.77E-05	4.39E-05	0	8.77E-05	0.000680033	0.001623305	0.017044707	0	0.000109683	0.000987145	0.000438731	0.01765893	0.089215987	0.0122406	0.001425876	0.002785943	0	4.39E-05	0.017746677	0.029614355	0.005659632	0	0.000570351	0.046264204	0.014171017	0.003575659	0.000965209	0	8.77E-05	0.000131619	2.19E-05	6.58E-05	0	0.001425876	0	0.006471285	2.19E-05	0.087680428	0.000943272	0.000131619	0.045430615	0	6.58E-05	0	2.19E-05
218.4	0.016531561	0.159548173	0	0.745275748	0.000212625	0.078405316	0	2.66E-05	0	0	0	0.002870432	0	0.010418605	7.97E-05	0.129435216	0.011800664	0	0.001913621	0.01007309	0.003109635	0.000372093	0.002710963	2.66E-05	0	0	0.000212625	0.001887043	0.000186047	0.002046512	0.006538206	0.027481728	0.048265781	0	0.00055814	0.00427907	0.000637874	0.035083056	0.12276412	0.016637874	0.001833887	0.004225914	7.97E-05	0.000239203	0.048186047	0.169063123	0.009089701	0	0.00151495	0.127627907	0.039627907	0.002126246	0.000531561	0	0	0	0	7.97E-05	0	0.002259136	2.66E-05	0.046644518	0.000212625	0.003614618	0.000318937	0.000186047	0.07255814	2.66E-05	0.00055814	0	0
171.3	0.000487329	0.088084795	0	0.066033138	0.040082846	0.804093567	0	0	0.001218324	0	0.000121832	0.000121832	0.000121832	0.000121832	0	0.086744639	0.000243665	0.000243665	0.000243665	0.000243665	0.000121832	0	0	0	0	0	0.003289474	0.033503899	0.000730994	0	0.001827485	0.000121832	0.000365497	0	0.000243665	0.000365497	0.003898635	0	0.001827485	0.000121832	0.000121832	0	0	0.000121832	0.000121832	0.000121832	0.000730994	0	0	0.000852827	0.000730994	0	0.000121832	0.000365497	0	0.000365497	0	0.011939571	0	0	0	0	0.040082846	0.000365497	0	0.073952242	0.681042885	0.019858674	0.013888889	0	0.001218324
220.4	0.003916765	0.089249433	0	0.741764891	1.47E-05	0.164225412	0	0.000762816	0	0.000124691	1.47E-05	0.00109288	5.13E-05	0.00173834	2.93E-05	0.062074125	0.00735677	7.33E-06	0.014632858	7.33E-06	0.000667464	0.00030806	0.003373992	0.00015403	2.20E-05	7.33E-06	5.87E-05	6.60E-05	7.33E-06	0	0.001474288	0.000124691	0.0406126	0.000271386	0.000344734	0.001459618	0.000227378	0.078188606	0.129979389	0.013818699	0.004738259	0.004202821	0	0.121676434	0.005038984	0.035448924	0.002075739	0	0.010151316	0.132187154	0.108011765	0.011442235	0.017801477	0.000748146	2.93E-05	1.47E-05	2.93E-05	7.33E-05	0.000374073	0.000594116	4.40E-05	1.47E-05	1.47E-05	0.002684524	4.40E-05	0.00252316	0.15677329	3.67E-05	2.93E-05	0	0
174.3	0.084772873	0.002239283	0.058861164	0.202815099	0	0.65003199	0	0	0.001279591	0.021753039	0.054382598	0.000959693	0.004478567	0	0.000319898	0.001919386	0	0	0.000319898	0	0	0	0	0.000319898	0	0.001279591	0.004798464	0.01087652	0	0.000639795	0.042226488	0.00671785	0	0	0.005758157	0.040626999	0.009277031	0.000639795	0.003198976	0.000319898	0	0	0	0.000319898	0	0	0	0	0	0	0	0	0	0	0	0	0.000319898	0.008317338	0.000639795	0	0	0	0	0.000319898	0	0.040307102	0.533909149	0.008957134	0.056301983	0.000319898	0.001279591
177.2	0.007767325	0.132734962	8.63E-05	0.719426944	8.63E-05	0.139898162	0	0	0	0.000431518	0.000345214	0.002934323	8.63E-05	0.003538448	0.000172607	0.129628031	0	0.000258911	0.001639769	0	0.001121947	0	0	0	8.63E-05	0.001035643	0.000345214	0.000431518	8.63E-05	8.63E-05	0.015016829	0	0.003193234	0	0.029170622	0.197635281	0.061189264	0.022352637	0.094243549	0.015362044	0.000172607	0.002071287	0	0	0.000431518	0.002589108	0.00595495	0	0.000431518	0.033485803	0.000431518	0.006127557	0.001294554	0.000517822	0	0.005609735	0	0.010442738	0	0.002848019	0	0.000172607	8.63E-05	0.000172607	0.001380858	0.002934323	0.123845689	0.002589108	0.00189868	0.000258911	0
177.3	0.014642622	0.011083183	1.69E-05	0.75822804	0.00246293	0.212284283	0.000725383	5.06E-05	0.000455473	0.001113379	0.000219302	0.005296985	0.002901533	0.005077683	0	0.004402908	0.000236171	0.005634373	0.000590428	0.000101216	5.06E-05	0	0	3.37E-05	0	0.000674775	0.000118086	0.003576309	0.000607298	0.010374669	0.015334267	1.69E-05	0.010543363	1.69E-05	0.002682231	0.120835372	0.155080214	0.009075727	0.093591322	0.00026991	6.75E-05	1.69E-05	1.69E-05	0	0.216822146	0.000253041	0.002479799	0.000168694	1.69E-05	0.001248334	0.000151824	1.69E-05	0.000118086	0.000438604	3.37E-05	0.000387996	1.69E-05	0.042493969	0.00026991	0.000168694	0	0.000657906	0.00246293	0.000202433	0	0.001602591	0.180030027	0.00026991	0.013816023	0.000607298	0.000455473
225.2	0.050006378	0.000984091	0	0.687259672	0.002350883	0.258414885	0.000564941	0	0	0.01332167	0.0281377	0.003462541	0.004282616	0	0	0.000710732	3.64E-05	0	1.82E-05	0.000109343	0	0	0	1.82E-05	5.47E-05	0.002788257	0.07422594	0.011936654	0	1.82E-05	0.096732455	7.29E-05	0.00032803	1.82E-05	0.022451843	0.029887194	0.208627194	0.003098063	0.001895285	3.64E-05	0	0	0	0	0	1.82E-05	0.000109343	0.000473821	3.64E-05	0.000364478	3.64E-05	1.82E-05	7.29E-05	0.0028976	0	7.29E-05	0.001640151	0.077688481	0	0	0	0	0.001020538	0	0	0.013667924	0.205966504	0.006068558	0.022816321	0.000291582	0
225.4	0.048660757	0.001787246	0	0.580592889	0.001096178	0.367481651	0.000262129	0	0	0.012868173	0.021756744	0.007506434	0.006052807	0	0	0.001382137	0.000262129	0	4.77E-05	4.77E-05	0	4.77E-05	0	2.38E-05	0	0.000977028	0.122938709	0.021446955	0	0	0.117386331	0	0.000285959	2.38E-05	0.002907254	0.002073206	0.039271757	0.002430655	0.002120866	0.000238299	0	0	0	0	9.53E-05	2.38E-05	2.38E-05	0.00019064	7.15E-05	0.000595749	9.53E-05	2.38E-05	7.15E-05	0.003288533	0	0	0.002335335	0.055476122	7.15E-05	0	0	0	0.000905538	0	4.77E-05	0.019612048	0.326089029	0.00919836	0.008650272	2.38E-05	0
226.4	0.000449653	0.619228283	0	0.168268555	0.004229548	0.207823961	0	0	0	0	1.41E-05	0.00042155	0	1.41E-05	0	0.619158025	2.81E-05	1.41E-05	0	0	0	0	0	5.62E-05	1.41E-05	0	0.000716634	5.62E-05	0	0	0.000674479	0	0.002501194	0	8.43E-05	0.003667482	0.006772897	0.019939297	0.022328078	0.005676868	0.000730686	0.004327909	0.000393446	1.41E-05	4.22E-05	7.03E-05	0.070117753	0	0.000112413	0.000435601	5.62E-05	0	9.84E-05	7.03E-05	0	0	0	0.000295085	0	0.000238878	0	0	0.004229548	0	0	0.002726021	0.201219684	0.000295085	1.41E-05	0	0
227.4	0.003379115	0.09265315	0	0.673424896	0	0.230542838	0	0	0	0.000436015	0	0.000763026	0.000218007	0.000545019	0	0.07880968	0.006431219	0	0.006322215	0	0.000981033	0	0	0	0	0.000218007	0.000436015	0.012862437	0	0.001417048	0.165249618	0	0.010464356	0.000218007	0.002616089	0.000436015	0.00087203	0.079354698	0.132439503	0.004687159	0.005995204	0.002398082	0	0.005341182	0.004251145	0.036298234	0.002725093	0	0.001199041	0.093416176	0.064530194	0.003161107	0.026596904	0.000109004	0.000218007	0	0.00675823	0.000218007	0.000654022	0.000109004	0.000109004	0	0	0.000218007	0	0.000981033	0.228035753	0.000327011	0.000218007	0	0
228.2	0.014949626	0.155400282	5.42E-05	0.822662767	5.42E-05	0.005958184	0	0.00092081	0	0.000108331	5.42E-05	0.000108331	0	0.008449789	0	0.13692991	0.012078865	0	0.003954068	5.42E-05	0.001516629	0.000324992	5.42E-05	0	0	0	0.000162496	0.000108331	0	0.0026541	0.003195753	0	0.046419673	0.000649984	0	0.000433323	0.000162496	0.176470588	0.268605785	0.031307551	0.005470697	0.012891344	0	5.42E-05	0.000595818	0.019228686	0.006066515	0.000324992	0.010670567	0.141750623	0.01121222	0.012403857	0.038403207	0	0	0	0	5.42E-05	0.000433323	0.002220778	0	0.000487488	5.42E-05	0.00092081	0.000216661	0	0.001624959	0	0.000324992	0	0
228.4	0.00920108	0.094182149	0	0.89334618	2.71E-05	0.002252772	0	0.000827826	0	0.000122138	2.71E-05	0.000135709	1.36E-05	0.004315551	4.07E-05	0.083406842	0.006921167	4.07E-05	0.002551332	1.36E-05	0.000610691	0.000189993	6.79E-05	0	1.36E-05	2.71E-05	0	9.50E-05	0	0.001832074	0.003039885	0	0.045462565	0.000651404	2.71E-05	0.00044784	5.43E-05	0.197673945	0.309172581	0.037889994	0.004912671	0.008861807	0	6.79E-05	0.000963535	0.020274947	0.004736249	8.14E-05	0.017560764	0.143417428	0.009676062	0.01557941	0.037455725	0	0	0	0	2.71E-05	0.00044784	0.002157775	0	0.000230706	2.71E-05	0.00044784	1.36E-05	1.36E-05	0.0007464	0	9.50E-05	0	0
229.2	0.021421345	0.120207236	0	0.849701706	1.74E-05	0.008634825	0	0	0	0.001482748	3.49E-05	0.011704986	3.49E-05	0.001046646	0	0.075096815	0.017199874	0	0.011547989	1.74E-05	0.004570352	0.001552524	0.010012909	0	1.74E-05	0.000279105	3.49E-05	6.98E-05	0	0	0.001657189	0.002634058	0.015856679	0.000209329	0.000366326	0.005390224	0.000715208	0.165683983	0.17053344	0.02775355	0.001430416	0.000488435	0	3.49E-05	0.008495273	0.021124795	0.011268883	0	0.00614032	0.267854028	0.020985242	0.003436486	0.09255835	1.74E-05	0	0.003105048	0	0.000104665	0.000104665	3.49E-05	0.000488435	0	1.74E-05	0.005407668	0.001657189	0	0.001011757	0	0	0	0
230.2	0.005232803	0.002391335	2.81E-05	0.028161485	0.000112533	0.964073709	0	0	0	0.001406668	0.003038402	0.0002532	2.81E-05	2.81E-05	0	0.001969335	0.000225067	0	2.81E-05	2.81E-05	8.44E-05	2.81E-05	2.81E-05	0	0	0.0006752	0.000112533	0.003629202	0	0.000281334	0.008440006	0	0.000112533	0	0	2.81E-05	0	0.001913068	0.001434801	0.000478267	0	0	0	0	5.63E-05	0.0002532	0.000225067	0	2.81E-05	0.001856801	0.000281334	8.44E-05	0.000647067	8.44E-05	0	2.81E-05	0	0.001969335	0	0	0	0	8.44E-05	8.44E-05	0	0.035054157	0.917428612	0.009143339	8.44E-05	0	0
230.4	0.012576588	0.056402697	0.000214984	0.071605166	3.07E-05	0.859154497	0	0	1.54E-05	0.001013498	0.001735231	0.001796655	4.61E-05	0.00723269	0	0.055849879	0.000307121	0	7.68E-05	0.000122848	0	0	1.54E-05	1.54E-05	0	0.000322477	0.00023034	0.002564457	4.61E-05	0.000322477	0.004898573	0	0.000721733	0	4.61E-05	0.000138204	0.0061117	0.005866003	0.002257336	0.00023034	4.61E-05	9.21E-05	0.000214984	3.07E-05	0.002364829	0.000214984	0.033614349	1.54E-05	0	0.00096743	7.68E-05	1.54E-05	0.000460681	0.000199628	0	0	7.68E-05	0.00231876	0	0.003792939	0	3.07E-05	0	9.21E-05	0	0.03244729	0.816234394	0.007616591	4.61E-05	0	1.54E-05
231.4	0.000431598	0.000752213	0	0.369953387	0	0.628862801	0	0	0	1.23E-05	0.000110982	0.000246627	1.23E-05	3.70E-05	0	0.000554912	0.000110982	0	6.17E-05	0	0	0	0	0	0.000308284	2.47E-05	0.000320616	0.001319456	0	0.002318297	0.357806989	0	0.000147976	0	3.70E-05	0.000123314	3.70E-05	0.000332947	0.000604237	6.17E-05	1.23E-05	0	0	0	0	2.47E-05	6.17E-05	0	1.23E-05	0.000715219	6.17E-05	3.70E-05	0.000197302	2.47E-05	0	0	0	6.17E-05	0	2.47E-05	0	0	0	2.47E-05	0	0.001270131	0.562742003	7.40E-05	0.001911362	0	0
232.4	0.13185256	0.001130483	0.00027864	0.823119178	0.000445824	0.040657591	1.59E-05	0	7.96E-06	0.003327761	0.088703129	0.036310803	0.000294563	3.98E-05	0	0.000684659	5.57E-05	0.000294563	3.98E-05	1.59E-05	0	1.59E-05	2.39E-05	7.96E-06	7.17E-05	0.010445028	0.026980336	0.020603455	0	6.37E-05	0.084173235	7.96E-06	0.004020381	0	0.002396306	0.206989889	0.010126582	0.000756309	0.000533397	0.000191068	7.96E-06	1.59E-05	7.96E-06	7.96E-06	1.59E-05	4.78E-05	7.17E-05	0	7.96E-06	0.000533397	5.57E-05	7.96E-06	0.000151262	0.004506011	6.37E-05	1.59E-05	0.003128732	0.064023565	7.96E-06	7.96E-06	0	7.96E-06	0.000406019	7.96E-06	0	2.39E-05	0.001050872	0	0.025300533	0.000700581	7.96E-06
233.2	0.00102802	0.003485238	1.25E-05	0.021513195	1.25E-05	0.9739234	0	2.51E-05	0	1.25E-05	0.000313421	0.000601768	7.52E-05	0	0	0.000162979	0	0	0	6.27E-05	0	6.27E-05	0	3.76E-05	1.25E-05	0	0.010255124	0.001090704	0.000539084	8.78E-05	0.000526547	8.78E-05	0.000125368	1.25E-05	0.000112831	7.52E-05	0.000200589	0.000137905	0.000100295	0	0	1.25E-05	2.51E-05	6.27E-05	0	6.27E-05	7.52E-05	0	1.25E-05	0.000112831	2.51E-05	2.51E-05	1.25E-05	0.000100295	0	0	0	0.000250737	0	1.25E-05	0	1.25E-05	1.25E-05	1.25E-05	0	0.001391588	0.664364069	0.009866483	1.25E-05	0	0
233.4	0.078879687	0.568360681	0.00776709	0.296718276	0.000257188	0.040532894	0	0.006378273	0.000282907	0.003960702	0.05905046	0.004912299	0.006635461	0.00043722	0	0.154055861	0.000411501	0.000308626	0.024381462	0.226943058	0.000180032	0.056504295	2.57E-05	5.14E-05	0.004115015	0	0.001928913	0.077696621	0	7.72E-05	0.064014197	5.14E-05	0.046576822	0.000334345	0	0.00023147	7.72E-05	0.011367728	0.011444885	0.001826038	0.000411501	0.000180032	0	0.009978911	0.000334345	0.004063577	0.000462939	0	0.000411501	0.020986575	0.003934983	0.010236099	0.003343449	0.000154313	0	0.000180032	0.000102875	2.57E-05	0	0.000462939	0	0.000205751	2.57E-05	0.001003035	0	0.000257188	0.022709737	0.000128594	0.000360064	0	0.000282907
235.4	0.006520007	0.726316679	0	0.252903818	0	0.014235348	0	1.21E-05	1.21E-05	0	1.21E-05	0.001762817	0	0.003948226	9.66E-05	0.644925261	0.033010553	0.000519186	0.00218541	0.017181425	0.001786965	0.000253556	0.026224916	4.83E-05	3.62E-05	0	0.000495038	8.45E-05	2.41E-05	7.24E-05	0.000978001	8.45E-05	0.010878752	0	2.41E-05	3.62E-05	2.41E-05	0.019523798	0.10562411	0.014150829	0.006278525	0.001134964	0	1.21E-05	0.000603704	0.027710029	0.003187559	0	0.000784816	0.032527589	0.003272077	0.005107339	0.000398445	0	0	1.21E-05	0	1.21E-05	0	0.000253556	0	0.000664075	0	0.005203931	0.000434667	8.45E-05	0.007485934	0	0	0	1.21E-05
236.2	0.001075391	0.438335625	0	0.543020815	0.000155104	0.017144216	2.07E-05	1.03E-05	0	0.000196466	0.000144764	0.000517015	3.10E-05	0	0.000134424	0.348623189	0.080912842	3.10E-05	0.008510066	2.07E-05	1.03E-05	0	0	0.000124084	0.000268848	0.000165445	1.03E-05	0.002543714	0	7.24E-05	0.020556515	0	0.030276396	9.31E-05	2.07E-05	6.20E-05	0.000113743	0.025002844	0.144474661	0.018788324	0.010081792	0.000527355	0	0	0.004384287	0.025375094	0.0027712	0	0.005738866	0.188420933	0.020784001	0.00863415	0.012739249	9.31E-05	2.07E-05	0.001892275	0	0.001271857	0	6.20E-05	0	0.000155104	0.000124084	0	0.002874603	0.000124084	0.013752598	2.07E-05	0.000299869	0	0
236.4	0.003837587	0.359168071	0	0.628386106	0.000105346	0.008382495	3.01E-05	0	0	0.00046653	0.000150494	0.002994823	1.50E-05	0	0.000105346	0.267081026	0.083975439	0.000586925	0.006877558	1.50E-05	0	0	1.50E-05	0.000270889	0.002106911	0.000285938	0.00022574	0.004349266	0	0.000391283	0.04505779	0	0.037578257	9.03E-05	7.52E-05	0.000135444	6.02E-05	0.071650012	0.136708404	0.037307368	0.01769805	0.003852637	0	3.01E-05	0.002257404	0.035727185	0.012581267	0	0.007329039	0.140831929	0.007359138	0.008036359	0.021129304	7.52E-05	0	0.001324344	1.50E-05	0.000632073	3.01E-05	0.000105346	9.03E-05	0.000316037	0.000105346	0	0.001143752	0.000120395	0.00684746	1.50E-05	4.51E-05	0	0
237.2	3.67E-05	0.817741935	0	0.164565005	0	0.010630499	0	0.007013685	0	1.22E-05	0	0	0	2.44E-05	0	0.766019062	0.035630499	6.11E-05	0.00719697	4.89E-05	0.005987292	0.001111926	0	0	0	0	7.33E-05	2.44E-05	0	0	0.000659824	4.89E-05	0.003445748	0.000109971	0	0.000134409	2.44E-05	0.015310362	0.030315249	0.008198925	0.005388563	0.000378788	0	1.22E-05	0.000244379	0.006586022	0.000965298	0	0.001111926	0.042974096	0.023961388	0.006219453	0.00695259	0	0	0.000733138	0	0	0.000183284	0.000183284	6.11E-05	0.000965298	0	0.006769306	0.000391007	0.000134409	0.003262463	1.22E-05	4.89E-05	0	0
237.4	0.000161655	0.687127615	4.62E-05	0.281973119	2.31E-05	0.022516281	0	0.00803658	0	0.000115468	0	4.62E-05	0	0	0	0.646136437	0.023647868	9.24E-05	0.010022632	2.31E-05	0.003533324	0.001477992	0	0	0	0	9.24E-05	4.62E-05	0	0	0.001616554	4.62E-05	0.005796499	0	2.31E-05	0.000461872	4.62E-05	0.023809524	0.053969794	0.015772944	0.006627869	0.000207843	0	2.31E-05	0.001247056	0.008937232	0.000646621	0	0.002078426	0.092028082	0.025772482	0.010530691	0.01524179	0	0	0.001200868	0	4.62E-05	6.93E-05	2.31E-05	0.000230936	0.001131587	2.31E-05	0.016488846	0.001039213	0.000138562	0.004433975	2.31E-05	0.000138562	0	0
179.1	0.011181736	0.502512563	0	0.39552065	0	0.035275716	0	0.049452561	0.005990216	6.66E-05	0	0.002063297	3.33E-05	0.001231322	0	0.307431196	0.03321242	0.000765416	0.089720124	6.66E-05	0.062464641	0.006722353	0	0	0	0	0	0.000898532	0	3.33E-05	0.000432627	3.33E-05	0.068820926	0.009517788	3.33E-05	0.000931811	0.000599022	0.011947153	0.03287963	0.00455922	0.001730507	0.000232953	0	3.33E-05	0.002828713	0.000366069	0.003527572	3.33E-05	0.001098206	0.169057207	0.042563812	0.014842424	0.015141935	0	0	0.001830344	3.33E-05	6.66E-05	0.00033279	0.002961829	3.33E-05	0	0	0.020965756	0.000698859	3.33E-05	0.007354654	0	0.000133116	0	0.004525941
239.4	0.004167005	0.205292637	0	0.778364045	0	0.012068079	2.71E-05	8.12E-05	0	0.000919988	0.000135292	0.000811754	8.12E-05	0.000541169	0.000405877	0.141461699	0.004329356	0	0.051059339	0	0.004816408	0.001109397	0	0	0.002543496	0.000189409	0.000378819	0.000378819	0	8.12E-05	0.094704657	8.12E-05	0.022431474	0.012203371	0.000135292	0.000757637	0.000135292	0.066076792	0.104175122	0.009903401	0.004843467	0.000541169	0	0.000162351	0.001812918	0.004167005	0.013853938	0	0.015937441	0.279459913	0.013258652	0.021565603	0.055496929	0	2.71E-05	0.002381146	0	0.001163514	0.000568228	0.011229266	2.71E-05	0	0	0.003734069	0.000459994	0.000189409	0.006818735	0	0.000108234	0	0
240.4	0.000252334	0.457881235	0	0.529586172	4.21E-05	0.01217512	0	2.10E-05	0	4.21E-05	4.21E-05	2.10E-05	0	0.000105139	0	0.386954328	0.022058205	2.10E-05	0.01539238	2.10E-05	0.00799058	0.001892506	0.022184372	0	8.41E-05	2.10E-05	0	0	0	0	0.004142485	0.00058878	0.014109681	4.21E-05	0	0.00029439	6.31E-05	0.044852385	0.168790479	0.010661115	0.008390109	8.41E-05	0	0.000126167	0.017978804	0.041382791	0.002355118	0	0.006770965	0.058478425	0.078160484	0.004499958	0.043128102	0	8.41E-05	0.001177559	0	0.001156531	6.31E-05	0.000168223	0	0.001724283	0	0.00788544	0.000210278	2.10E-05	0.000862141	0	0.002985953	0	0
241.4	0.011990776	0.328977709	0	0.656956188	0	0.00057648	0	0	0.001498847	0.000153728	0	0.001306687	0	0.007186779	0.00057648	0.27528824	0.004304381	0.000307456	0.048308993	0.000115296	0.000115296	0.000461184	0	0	3.84E-05	0	0	0.000115296	0	0	0.001114527	0	0.028747118	0	0.001076095	0.015488086	0.002075327	0.012567256	0.02820907	0.07121445	0.001191391	0.009800154	7.69E-05	0	0	0.000115296	0.238700999	0	0.001383551	0.154688701	0.000115296	0.007916987	0.034704074	0	0	0	0.004112221	0	0	0.000614912	0	0.000691776	0	3.84E-05	0	0	0.00038432	0	3.84E-05	0	0.001498847
242.4	0.094364333	0.134194081	0	0.579937081	2.85E-05	0.124101411	5.69E-05	0	0.067317684	0.001167276	0.000526698	0.017637262	9.96E-05	0.074378283	0.000455522	0.130194024	0.003017837	0.000170821	8.54E-05	0	0	0	0	1.42E-05	1.42E-05	0	4.27E-05	0.000284702	0.000327407	0	0.113581688	9.96E-05	0.00812823	0	1.42E-05	0	1.42E-05	0.033367023	0.071744794	0.11843585	0.001252687	0.000441287	0.000241996	0	2.85E-05	2.85E-05	0.103503253	0	0.000270466	0.022904241	0.038221185	0.000740224	0.002363023	7.12E-05	1.42E-05	0.040854674	0	0.000398582	0	0.004441344	0	0.001622799	2.85E-05	0	0.001978676	0.001124571	0.118407379	5.69E-05	0.000128116	0	0.067317684
