sample	Actinobacteria	Bacteroidetes	Cyanobacteria	Firmicutes	Fusobacteria	Proteobacteria	TM7	Tenericutes	Verrucomicrobia	Actinomyces	Rothia	Bifidobacterium	Atopobium	Collinsella	Eggerthella	Bacteroides	Parabacteroides	Prevotella	Rikenellaceae_un	S24-7	Barnesiellaceae_un	Odoribacter	Paraprevotella	Rummeliibacillus	Staphylococcus	Gemella	Enterococcus	Lactobacillus	Pediococcus	Lactococcus	Streptococcus	Turicibacter	Clostridiales_un	Christensenellaceae_un	Clostridiaceae_uc	Clostridiaceae_un	Clostridium	Lachnospiraceae_uc	Lachnospiraceae_un	Blautia	Coprococcus	Dorea	Epulopiscium	Lachnobacterium	Lachnospira	Roseburia	Ruminococcus	Peptostreptococcus	Ruminococcaceae_uc	Ruminococcaceae_un	Faecalibacterium	Oscillospira	Ruminococcus	Veillonellaceae_uc	Acidaminococcus	Dialister	Phascolarctobacterium	Veillonella	Mogibacterium	Erysipelotrichaceae_un	Coprobacillus	Eubacterium	Fusobacterium	Sutterella	Bilophila	Enterobacteriaceae_uc	Enterobacteriaceae_un	Klebsiella	Haemophilus	Vibrio	Akkermansia
245.4	0.097610249	0.018600641	0	0.881350086	7.39E-05	0.000763735	0.000172456	0	0.001428923	0.001749199	2.46E-05	0.089012072	0	2.46E-05	0.001404287	0.017097807	7.39E-05	0	0.000886918	0	4.93E-05	0	0.000443459	0	4.93E-05	2.46E-05	0	4.93E-05	0	0	0.003301306	0.000468096	0.024316334	0.000320276	0.000295639	0.002266568	0.000320276	0.223281596	0.150628234	0.215644247	0.00413895	0.002217295	0	7.39E-05	0.005099778	0.002069475	0.051613698	0	0.010963291	0.102291205	0.0045085	0.002143385	0.019709288	0	2.46E-05	0.016876078	0	4.93E-05	0.002020202	0.000492732	0.00160138	0.001675289	2.46E-05	0	0.000271003	0	0.000394186	2.46E-05	0	0	0.001428923
248.4	0.003360269	0.13113049	0	0.270601648	0	0.591087287	0	0.001840147	0.001900152	0.000200016	6.00E-05	0.000180014	0	0.001040083	0.001560125	0.065565245	0.003060245	0.053764301	0.003180254	0	0	0.000480038	0	0.000420034	8.00E-05	4.00E-05	8.00E-05	0.000340027	0	2.00E-05	0.006420514	0	0.019201536	0.001140091	0.004640371	0.016321306	0.009160733	0.020761661	0.026742139	0.018441475	0.011520922	0.001720138	0	0.001700136	0.001780142	0.00162013	0.001600128	0	0.003440275	0.080506441	0.00200016	0.006080486	0.012460997	0.000760061	0	0.002780222	0	0.002220178	0.000820066	0.000740059	0	2.00E-05	0	0	0.000440035	0.004200336	0.574085927	0.000640051	0.000180014	2.00E-05	0.001900152
249.2	9.72E-05	0.001797644	0	0.008842463	0	0.989214138	0	0	4.86E-05	2.43E-05	4.86E-05	0	2.43E-05	0	0	0.001384671	7.29E-05	2.43E-05	7.29E-05	0.00019434	0	0	0	0.000315802	2.43E-05	2.43E-05	4.86E-05	0.004979959	0	0	0.000242925	0	0.000121462	0	0.000218632	7.29E-05	9.72E-05	9.72E-05	0.000121462	7.29E-05	0	0	0	0	0	2.43E-05	2.43E-05	0	2.43E-05	0.00019434	0	0	9.72E-05	0.000534435	0	0	0	0.001238917	0	2.43E-05	0	0	0	0	0.000461557	0.001749059	0.983918377	0.001336086	9.72E-05	0	4.86E-05
249.4	0.000944532	0.032817854	3.70E-05	0.081007501	1.85E-05	0.88410038	0	0.000518567	0.000518567	3.70E-05	1.85E-05	3.70E-05	0	0.000388925	0.000388925	0.017760904	0.000851931	0.012352996	0.00079637	1.85E-05	1.85E-05	0.000185202	0	0.000907491	3.70E-05	3.70E-05	0.000166682	0.007852579	0	0	0.001981665	0	0.006241319	0.000296324	0.000629688	0.000111121	0.000388925	0.007056209	0.008278544	0.005130105	0.003111399	0.000629688	0	0.000629688	0.000407445	0.000870451	0.000425965	0	0.000703769	0.023279933	0.000537087	0.001703861	0.004241133	0.000425965	1.85E-05	0.001000093	0	0.000703769	0.000296324	0.000314844	0	0.000129642	1.85E-05	1.85E-05	0.000648208	0.003907769	0.872488193	0.0015557	0.000129642	0	0.000518567
250.2	0.002955489	0.093480089	0	0.077989248	5.10E-05	0.825498739	0	0	0	0	0	0.00015287	7.64E-05	0.002573314	5.10E-05	0.088053199	0.000433132	0.000178348	0.003337665	0	0.001095569	0.000254784	0	5.10E-05	0	0.000101913	0.000229305	0.000815307	0	7.64E-05	0.002624271	0	0.001885398	2.55E-05	0.003210273	0.000254784	0.001452266	0.011720044	0.014140488	0.013707356	0.000993656	0.001248439	0	0	0.001808963	0.005961935	0.00140131	0	2.55E-05	0.004076537	0.000229305	0.000433132	0.000560524	0.000127392	0	0.000891742	0	0.000484089	0	0.000356697	0	2.55E-05	5.10E-05	0.000229305	7.64E-05	0.010598996	0.806491885	0.004102015	0.000101913	2.55E-05	0
179.3	0.015053712	0.426196318	0	0.470523783	0	0.037967749	0	0.040683134	0.009551485	0	0	0.003382321	0	0.002691566	0	0.242074173	0.029035562	0.000595479	0.083486173	0	0.063001691	0.00600243	0	2.38E-05	0	0	2.38E-05	0.000690756	0	0	0.00028583	4.76E-05	0.075054189	0.013434009	9.53E-05	0.000976586	0.000333468	0.01824548	0.041540624	0.007550675	0.001905533	0.000476383	4.76E-05	7.15E-05	0.002739204	0.000500202	0.004120716	0	0.002072267	0.198890027	0.042017007	0.022342377	0.022461473	0	0	0.002929757	4.76E-05	4.76E-05	0.000595479	0.002620108	2.38E-05	0	0	0.022771122	0.001167139	7.15E-05	0.008479623	0	9.53E-05	0	0.007217207
185.3	0.000225442	0.001373148	0	0.217879614	0.01758449	0.762793843	0	0	0.000143463	6.15E-05	4.10E-05	6.15E-05	4.10E-05	0	0	0.000840284	0.000102474	6.15E-05	0.000245937	8.20E-05	2.05E-05	2.05E-05	0	0.000266432	0	0	0.000102474	0.0007788	4.10E-05	0.000327916	0.002295411	0	0.000163958	0	0.046400098	0.006414855	0.155780542	0.000266432	0.000327916	2.05E-05	4.10E-05	0	2.05E-05	0	4.10E-05	0	2.05E-05	0	0	0.000204947	2.05E-05	4.10E-05	0	0.000594348	0	0	0	0.002684811	0	4.10E-05	0	0	0.017563995	0.000122968	0	0.030004304	0.70920009	0.000983748	0.009017687	0.000327916	0.000143463
252.2	0.00334219	0.000573346	0	0.04476297	0	0.951293525	0	0	2.80E-05	2.80E-05	0.000125857	0.003174381	0	0	0	0.000433506	0	5.59E-05	6.99E-05	1.40E-05	0	0	0	1.40E-05	0	0	0.000167809	0.007285694	0	0	0.003202349	0	0.000125857	0	2.80E-05	2.80E-05	0	0.000223745	0.000391554	0.000125857	6.99E-05	0	2.80E-05	1.40E-05	0	9.79E-05	1.40E-05	0	2.80E-05	0.000307649	0.000181793	4.20E-05	0.000769123	0.011550832	0	0	2.80E-05	0.018137323	0	0	0	0	0	0	0	0.002055657	0.941924206	0.005188086	0.000139841	0	2.80E-05
253.4	0.003440962	0.003016733	0	0.293235918	0.002969597	0.69733679	0	0	0	0.00080132	0.000848456	0.000424228	0.000471365	9.43E-05	0.000754183	0.002121141	0.00065991	9.43E-05	0	4.71E-05	0	0	0	9.43E-05	9.43E-05	0.000141409	0.000942729	0.001319821	0.00160264	9.43E-05	0.147065755	0	0.011831251	0	0.001791185	0.000282819	4.71E-05	0.011171341	0.002168277	0.002498232	4.71E-05	0.001037002	4.71E-05	0	0.000141409	9.43E-05	0.004477964	0	4.71E-05	0.001696913	0.000565638	0.000942729	0.000141409	0.003629507	0	0.00160264	0	0.076078247	0	0.001696913	0	0.000989866	0.002451096	0.000188546	0	0.002168277	0.686495404	0.002168277	0.000707047	0	0
254.4	0.064802569	0.433969394	0	0.432646892	0.000377858	0.064235783	0	0	0.003967504	0.000377858	0.000188929	0.009068581	0	0.053088985	0	0.319100699	0.014925373	0.033440393	0.046854336	0.002456074	0.012847157	0.002833932	0	0	0.000377858	0.000188929	0	0.000944644	0	0.000188929	0.002267145	0	0.028717174	0	0	0.000566786	0.000188929	0.022482524	0.081428302	0.002645003	0.006801436	0.001133573	0	0.000377858	0.004156433	0.008690724	0.000377858	0	0.003211789	0.13867372	0.079161156	0.008690724	0.017381447	0.000188929	0	0.003211789	0	0.000944644	0.000377858	0.000377858	0	0.000188929	0.000377858	0.037974684	0.009446439	0	0.010391083	0	0.000755715	0	0.003967504
256.2	0.002880461	0.550348056	0	0.381301008	0	0.056289006	0	0	0.009121459	6.00E-05	0	0.000120019	0	0.000120019	0.000600096	0.299387902	0.246339414	0.000180029	0.004080653	0	0	0	0	0	0	0.000240038	0	0.000360058	0.000120019	6.00E-05	0.002400384	0.000480077	0.00606097	0	0.000360058	0.002100336	0.000720115	0.040806529	0.072011522	0.083593375	0.007081133	0.000540086	0	0	0.003900624	0.012481997	0.006240999	0	0.005700912	0.052388382	0.001260202	0.008761402	0.007741239	0	0	0.009361498	0	6.00E-05	0	0.000300048	6.00E-05	0.000300048	0	0	0.000360058	0.000300048	0.054788766	0	0.000420067	0	0.009121459
256.4	0.005698731	0.023303936	0	0.956147437	1.11E-05	0.013566299	0	0	0.001272532	3.32E-05	0	0.000354096	0	0	0.000464751	0.015325713	0.007491341	1.11E-05	0.000409423	0	1.11E-05	0	2.21E-05	0	0	5.53E-05	5.53E-05	0.000188113	6.64E-05	0	0.000608602	6.64E-05	0.042425114	0	0.007303228	0.006506512	0.00088524	0.159641921	0.301756094	0.226532848	0.039736199	0.001814741	5.53E-05	3.32E-05	0.000697126	0.004094234	0.023591639	0	0.008465105	0.025417446	0.000154917	0.001217205	0.004780295	0	0	0.001582366	0	8.85E-05	0	0.00012172	0.00012172	0.000320899	1.11E-05	1.11E-05	0.000331965	2.21E-05	0.013001959	0	5.53E-05	0	0.001272532
257.4	0.000179551	0.007740648	0	0.031162095	0.000139651	0.960758105	0	2.00E-05	0	5.99E-05	0	9.98E-05	0	0	0	0.006204489	0.000359102	0.000279302	0.000379052	0	0.000438903	7.98E-05	0	0	0	0	3.99E-05	0.000718204	0	0	0.000279302	2.00E-05	0.001177057	0	0	7.98E-05	7.98E-05	0.001336658	0.00161596	0.001336658	5.99E-05	5.99E-05	2.00E-05	0	7.98E-05	0.000159601	0.000199501	0	7.98E-05	0.001436409	3.99E-05	0.000598504	0.00474813	0.006902743	2.00E-05	9.98E-05	0	0.009037406	0	0.000139651	2.00E-05	0	0.000139651	0	0	0.076289277	0.8560798	0.015720698	0.006723192	3.99E-05	0
199.2	0.07464172	0.011863057	0	0.61986465	0.002388535	0.286902866	0.003582803	0.000716561	3.98E-05	0.031687898	0.009792994	0.000199045	0.032683121	7.96E-05	3.98E-05	0.008996815	0.000278662	7.96E-05	0.000955414	0.000875796	0	0.000278662	0	3.98E-05	0	0.004856688	0.043670382	0.029100318	0.000119427	0	0.128025478	3.98E-05	0.003105096	0.000915605	0.007205414	0.000477707	0.09008758	0.00441879	0.004219745	0.000477707	3.98E-05	3.98E-05	0.000278662	0	7.96E-05	0.001273885	0.008877389	0	7.96E-05	0.004378981	0.001711783	0.000278662	0.000636943	0.000199045	3.98E-05	0.000557325	0	0.071257962	0.002468153	0	0	0.000119427	0.002229299	0	0	0.000278662	0.075875796	7.96E-05	0.209394904	0	3.98E-05
259.4	0.000103359	0.000599483	0	0.017054264	0.000351421	0.981870801	0	2.07E-05	0	6.20E-05	0	2.07E-05	2.07E-05	0	0	8.27E-05	6.20E-05	0.000434109	0	0	0	2.07E-05	0	0	0	0	4.13E-05	0.000744186	0	0	0.00045478	0	2.07E-05	0	0	0.000165375	4.13E-05	0.000124031	8.27E-05	2.07E-05	0	0	0	0	0	0	8.27E-05	0	0	0.000103359	6.20E-05	0	2.07E-05	0.005788114	2.07E-05	0	0	0.009054264	0	4.13E-05	0	0	0.000330749	2.07E-05	0	0.076485788	0.877912145	0.015317829	0.006739018	0	0
199.4	0.123243017	0.025151026	0	0.584454812	0.015760512	0.246635564	0.003708356	0.000837371	0.000209343	0.053202943	0.032358395	0.000867277	0.035737783	0.000119624	5.98E-05	0.017644596	0.00053831	8.97E-05	0.001674741	0.002571924	5.98E-05	0.000508404	0	0	0.000269155	0.004456008	0.001585023	0.065584066	2.99E-05	0.000119624	0.12988217	5.98E-05	0.007865303	0.000209343	0.000508404	0.000448591	0.041061068	0.020007177	0.031132245	0.000657934	8.97E-05	0.000179437	2.99E-05	0.000119624	8.97E-05	0.001256056	0.001555117	0.000568216	8.97E-05	0.004216759	0.001585023	0.000568216	0.001166338	5.98E-05	5.98E-05	0.000119624	0.00014953	0.100663915	0.004426102	0.000299061	0	0.000119624	0.012859621	0.000269155	0	0.000119624	0.032896704	8.97E-05	0.157455589	5.98E-05	0.000209343
262.4	0.00081869	0.231659893	0	0.152393205	0	0.615040496	0	5.85E-05	0	0	0	8.77E-05	0	0.000730973	0	0.223209848	0.001052601	0.000204672	0.00482442	2.92E-05	0.00187129	0.000204672	0	0	0	0	0.000146195	2.92E-05	0	0.000146195	0.000321628	0	0.007806789	0	5.85E-05	0.000233911	0.00403497	0.030964007	0.028127833	0.029852928	0.004064209	0.002485307	0	0	0.002368352	0.01073068	0.002602263	0	5.85E-05	0.006958861	8.77E-05	0.0005263	0.000497061	2.92E-05	0	0.00108184	0	0	0	0.0005263	0	5.85E-05	0	0.0005263	0.000233911	0.042396421	0.539604105	0.016519985	8.77E-05	2.92E-05	0
263.2	0.001727627	0.040887178	1.65E-05	0.695986969	0.000773319	0.260098392	0	0.000444247	0	8.23E-05	0.000131629	0.000559422	0	0.000510061	1.65E-05	0.030603682	0.003011007	4.94E-05	0.005034799	1.65E-05	0.00018099	8.23E-05	0.001299834	0.000493608	3.29E-05	0.000148082	0.002023792	0.004985439	0.002254142	0.001102391	0.004541192	4.94E-05	0.02917222	8.23E-05	0.001102391	0.021537753	0.006170097	0.053210919	0.088981029	0.008341971	0.002451585	0.001809895	0.004195666	0.05669908	0.002484492	0.016354871	0.108659526	0	0.006170097	0.068644389	0.047698965	0.005363871	0.006203004	0.000592329	6.58E-05	0	1.65E-05	0.005791665	0.000131629	0.000296165	0	4.94E-05	0.000773319	0.007864817	1.65E-05	0.0029781	0.194744723	0.000263257	0.049854386	0.000296165	0
263.3	0.000200906	0.001138469	0	0.688037145	0.000491104	0.309976114	0	0	0	0	2.23E-05	0.000133938	0	0	0	0.001049177	4.46E-05	0	0	2.23E-05	0	0	2.23E-05	0.000245552	0	2.23E-05	0.004911043	0.002790365	0.000491104	8.93E-05	0.001026854	0	0.007902315	0	0.00091524	0.026296404	0.002768043	0.092104382	0.061276425	0.010469451	6.70E-05	0.00343773	0.022769382	0.00015626	0.000357167	0.00015626	0.420452262	0	2.23E-05	0.000558073	0.000200906	4.46E-05	4.46E-05	0.001116146	0	4.46E-05	2.23E-05	0.003593991	0	6.70E-05	0	2.23E-05	0.000491104	0.018215506	2.23E-05	0.003169855	0.25320892	0.000558073	0.032435208	0.000647365	0
264.4	0.020078355	0.160790075	0	0.738001959	0	0.080966373	0	0	0.000163239	0	0.000163239	0.003101534	0.000163239	0.012895854	0.000326477	0.129937969	0.010120797	0.000489716	0.003101534	0.011426706	0.002938296	0.000326477	0.00244858	0	0	0	0.000326477	0.002122103	0.000489716	0.002122103	0.006856024	0.031668299	0.04978779	0	0.000489716	0.003917728	0.000816193	0.030852106	0.123408423	0.014038524	0.001142671	0.004244205	0	0.000652955	0.047175971	0.167319621	0.011589944	0	0.001958864	0.122265753	0.042115573	0.002122103	0.000326477	0	0	0	0	0	0	0.003264773	0	0.040972902	0	0.004733921	0.000652955	0.000326477	0.073620633	0	0.000652955	0	0.000163239
265.4	0.003685962	0.01638386	0	0.379248194	0.001087927	0.599594057	0	0	0	4.87E-05	0.000194853	0.001006739	8.12E-05	0.001591297	4.87E-05	0.013526021	0.001704961	1.62E-05	0.000129902	1.62E-05	0.00092555	0	1.62E-05	0.000470894	1.62E-05	0.000194853	0.002841601	0.023284891	0	0	0.005423399	0.000227328	0.010976699	0	0.000373468	0.001396444	0.000308517	0.045968986	0.021271413	0.033059998	0.000649509	0.007745393	0.000405943	6.50E-05	0.001591297	0.024064301	0.066233661	0.000340992	0.004481611	0.044556304	0.055549241	0.001786149	0.003718438	0.000746935	0	0.004838841	1.62E-05	0.00199724	0	0.000227328	0	0.000243566	0.001087927	4.87E-05	0.001964764	0.005017456	0.557164894	0.001396444	0.000227328	1.62E-05	0
219.4	0.00047752	0.000979528	0	0.090067587	0.013113429	0.894162014	0	1.22E-05	0	1.22E-05	2.45E-05	0.000428543	0	1.22E-05	0	0.000759134	2.45E-05	0	0.000122441	3.67E-05	0	0	1.22E-05	0.000195906	1.22E-05	0	0.000648937	0.00026937	0	1.22E-05	0.000416299	3.67E-05	0.00074689	0	0.001665197	0.00917083	0.001212166	0.014386816	0.00176315	0.000134685	2.45E-05	0	0.005877167	0.000232638	1.22E-05	0.000244882	0.028883828	0.000110197	4.90E-05	0.000526496	0.000355079	2.45E-05	4.90E-05	0.005852679	0	0.00143256	6.12E-05	0.010958468	0	0.001187678	0	3.67E-05	0.013113429	0.000146929	0	0.002154961	0.885493192	0.00176315	4.90E-05	3.67E-05	0
267.4	0.000197062	0.004576208	0	0.832366272	0.000591185	0.162247378	0	2.19E-05	0	2.19E-05	2.19E-05	0.000109479	0	2.19E-05	2.19E-05	0.003700379	0.000131374	0.00045981	0.000197062	0	2.19E-05	0	0	0	0	6.57E-05	0.000197062	0.007619715	0	0	0.000985308	0	0.007247487	0	0.000131374	0.013487771	0.002299052	0.091042456	0.01329071	0.001685971	0.000197062	0.000832038	0.000634976	2.19E-05	0.000109479	0.000569289	0.686168466	0	2.19E-05	0.002386635	0.000678768	0.00015327	8.76E-05	0.000109479	0	0	0	0.000350332	0	0	0	0	0.000591185	0.000131374	2.19E-05	0.002999715	0.151168137	0.000109479	0.001576493	0.000131374	0
268.4	0.000675595	0.750427215	1.99E-05	0.233895005	0	0.013551643	0	0.000238445	0	0	0	0.000119223	0	0.000337798	1.99E-05	0.57683901	0.009955093	0.091006637	0.026010412	3.97E-05	0.007709733	0.001549895	0	0	0	0	0	5.96E-05	0	0	7.95E-05	0	0.013690736	7.95E-05	1.99E-05	0.000278186	5.96E-05	0.021797878	0.027898104	0.001569765	0.007431546	0.000218575	0	3.97E-05	0.003477328	0.004411239	0.000933911	0	0.004709295	0.085721098	0.034654056	0.008385328	0.002841474	0.006060486	0.00089417	1.99E-05	0.000278186	0.000198704	0.000119223	0.000298057	0	0	0	0.006755951	0	0.000218575	0.005504113	0.000317927	0.000258316	0	0
221.4	0.005383854	0.00733931	0.000126978	0.330878432	0.000304746	0.655128628	0.000736471	0.000101582	0	0.002234807	0.000660284	0.000152373	0.002031643	0.000126978	0	0.005866369	7.62E-05	2.54E-05	0.000482515	0.00045712	7.62E-05	0.000177769	2.54E-05	0.000533306	7.62E-05	0.003987099	0.008405922	0.00187927	2.54E-05	0	0.018233994	0	0.002564949	0	0.214414506	0.001828479	0.006450466	0.001676105	0.002666531	0.000482515	0.000101582	0.000126978	0	0.001066612	5.08E-05	0.000990426	0.000177769	0	0.000152373	0.003149046	0.001828479	0.000330142	0.000761866	0.000939635	7.62E-05	2.54E-05	2.54E-05	0.009523326	0.00022856	5.08E-05	0	0.000126978	0.000304746	0.000177769	0	0.000990426	0.652538284	0.000101582	0.000584097	0	0
270.4	0.001353982	0.00571211	0	0.601210121	0	0.391681476	0	4.23E-05	0	0.000253872	0.000253872	0.000550055	0.000253872	4.23E-05	0	0.003977321	0.000380807	0.000719303	0.000253872	0.000169248	0	8.46E-05	4.23E-05	0.000550055	0	4.23E-05	0.003004147	0.001480917	0.000169248	0.000296183	0.083312177	0	0.004442752	0	0.359312854	0.007658458	0.031480071	0.014936109	0.001184734	0.000550055	0.000126936	8.46E-05	0.000169248	4.23E-05	8.46E-05	0.00021156	0.042988914	0	0.000126936	0.004992807	0.001184734	0.000126936	0.003004147	0.004019633	0	4.23E-05	0.000126936	0.013116696	0	8.46E-05	0	0.000253872	0	0.00021156	4.23E-05	0.001480917	0.378860963	0.001142422	4.23E-05	8.46E-05	0
271.2	0.001066382	0.767713225	0.000246088	0.196706519	0	0.017554293	0	0.016672477	0	0	0	0	0	0.000943338	4.10E-05	0.248179973	0.051083814	0.372721121	0.025593175	2.05E-05	0.004675676	0.010971433	0	4.10E-05	0	0	0	0.000512684	0	4.10E-05	0.00038964	0.000246088	0.01525747	0.000635728	0.00069725	0.002522404	0.000963846	0.007177573	0.010028095	0.001312471	0.010356213	0.000492176	2.05E-05	0	0.000676743	0.002522404	0.001025368	0	0.008161926	0.055410865	0.036564608	0.01417058	0.004204007	0.000266596	0.000205074	0.000574206	0.01316572	6.15E-05	0.000102537	0.000184566	8.20E-05	0.000430654	0	0.004778213	0.000328118	4.10E-05	0.004573139	6.15E-05	0	0	0
272.4	0.010890738	0.091331681	0	0.662239537	0.00762942	0.227111741	0	0.000177085	0.000619798	0.00101824	0.000649312	0.001652795	0.001638038	0.004471401	0.000634555	0.075748185	0.005046928	0.000841155	0.003290833	0.003689275	0.000619798	0.000368927	0.001416681	0.000132814	0.002936663	0.002405407	0.000590284	0.024422997	0	2.95E-05	0.354981996	1.48E-05	0.012676347	0.000309899	0.000265628	0.001519981	0.002626763	0.026857919	0.032229502	0.0141373	0.001918423	0.001401924	1.48E-05	0.000265628	0.001977451	0.006625937	0.001505224	0.000870669	0.002375893	0.07343132	0.013458474	0.002582492	0.014078272	0.001505224	0.000191842	0.001667552	0.000191842	0.017738032	5.90E-05	0.00137241	1.48E-05	0.002228322	0.007540877	0.009990555	0.000265628	0.002361136	0.179239714	8.85E-05	0.002966177	0.000427956	0.000619798
238.4	0.033220478	0.026264492	2.05E-05	0.511234226	0.006278855	0.420683287	0.000615574	0.001682569	0	0.018446702	0.002318662	0.000615574	0.0113676	4.10E-05	2.05E-05	0.022653124	0.00213399	4.10E-05	0.000410383	0.000512978	0.000205191	8.21E-05	2.05E-05	0	4.10E-05	0.004904073	0.005109264	0.010403201	2.05E-05	0	0.369241818	0	0.001251667	4.10E-05	4.10E-05	0.030696625	0.003631887	0.003857597	0.005745358	0.001949318	0.000184672	6.16E-05	2.05E-05	4.10E-05	8.21E-05	0.000800246	8.21E-05	0.000143634	6.16E-05	0.009561916	0.002421258	0.000841284	0.001990356	0.000348825	0	8.21E-05	0.000102596	0.015574023	0.000451421	2.05E-05	0	8.21E-05	0.006278855	0.000287268	8.21E-05	0.000800246	0.369057146	0.002010875	0.042618242	8.21E-05	0
274.2	0.013174495	0.151062026	4.14E-05	0.814688424	0	0.01766251	0	0	0.003185043	0	0	0.000227503	2.07E-05	0.004984385	6.20E-05	0.125333499	0.005398027	0.000124093	0.017435007	0	0.001737296	0.000330914	0	2.07E-05	0	4.14E-05	4.14E-05	0.000186139	2.07E-05	8.27E-05	0.000682509	0	0.064921098	0.000641145	2.07E-05	0.00010341	0.000351596	0.082873157	0.075055325	0.020868234	0.008541705	0.001737296	0	0	0.003350499	0.097950404	0.004446651	0	0.040061219	0.296788071	0.056627578	0.006638953	0.012616078	0	0	0.000827284	2.07E-05	2.07E-05	0.001013423	0.009327625	0	0.00010341	0	0.009637857	0.000930694	2.07E-05	0.004529379	0	8.27E-05	0	0.003185043
274.4	0.000356275	0.003838057	0	0.072259109	0.002024291	0.921425101	0	6.48E-05	0	3.24E-05	0	0.000178138	0	6.48E-05	0	0.001587045	0.000469636	0.001149798	0.000469636	6.48E-05	3.24E-05	3.24E-05	0	0.000194332	0	1.62E-05	0.001117409	0.001182186	1.62E-05	9.72E-05	0.000404858	1.62E-05	0.002234818	1.62E-05	0.000226721	9.72E-05	0.000275304	0.009133603	0.027093117	0.005230769	0.000453441	0.00011336	3.24E-05	0	0.000340081	0.004534413	0.004874494	0	3.24E-05	0.002153846	0.000534413	0.000129555	0.000566802	0.000421053	0	6.48E-05	6.48E-05	0.00059919	0	8.10E-05	0	1.62E-05	0.002024291	4.86E-05	0	0.002040486	0.917797571	0.000129555	0.000437247	0	0
275.2	0.015024664	0.153007196	0	0.817169752	4.53E-05	0.011766303	0	0	0.002760556	0	9.05E-05	0.00018102	0	0.006290447	9.05E-05	0.128388469	0.005340091	0.000407295	0.016337059	0	0.00144816	0.000407295	0	0.000135765	0	4.53E-05	0	0.000135765	0	0	0.00054306	0	0.063447527	0.00045255	0	0.00018102	0.00027153	0.081368512	0.078969996	0.021993936	0.009775083	0.001312395	0	0	0.004932796	0.09508078	0.005204326	0	0.03864778	0.30076481	0.054532289	0.006561977	0.012761913	0	0	0.0009051	0	9.05E-05	0.00054306	0.009141512	0	4.53E-05	4.53E-05	0.007557587	0.000407295	0.000135765	0.00171969	0	9.05E-05	0	0.002760556
275.4	0.012717151	0.039639121	0	0.804971686	0	0.141856224	0	0	0.000767828	4.80E-05	0.000143968	0.003167291	0	0.003551205	4.80E-05	0.030233228	0.001871581	0.00062386	0.006142624	0	0.000383914	0.000191957	0	0.001343699	0.000143968	0.000287936	0.000239946	0.000575871	0	9.60E-05	0.004271043	4.80E-05	0.051060562	0.000575871	0.008494097	0.004846914	0.002687398	0.095690565	0.165370957	0.020203474	0.005470775	0.001967559	0.000431903	4.80E-05	0.032824647	0.070640177	0.015308571	0	0.024282561	0.184422689	0.054083885	0.002927344	0.014876668	4.80E-05	0.000287936	0.000815817	0.000143968	0.000191957	0.00067185	0.007438334	0	4.80E-05	0	0.002063538	0.000383914	0.001055764	0.135329686	0.000239946	0.000479893	0	0.000767828
258.4	0.000297255	0.000346798	0	0.124104105	0.003633121	0.871585692	3.30E-05	0	0	4.95E-05	8.26E-05	1.65E-05	0.000115599	0	0	0.000165142	4.95E-05	4.95E-05	0	4.95E-05	1.65E-05	1.65E-05	0	0.001915646	0	0.000115599	0.027496119	0.00832315	1.65E-05	0	0.003517522	0	9.91E-05	0	0.004574429	6.61E-05	0.000561482	8.26E-05	0.000132113	4.95E-05	0	0	0	0	0	1.65E-05	1.65E-05	0.001948674	1.65E-05	9.91E-05	0	1.65E-05	0	0.000544968	1.65E-05	0	0.000115599	0.002080787	0	1.65E-05	0	0	0.003633121	1.65E-05	0	0.004326717	0.848564917	0.002989068	0.014367342	0	0
277.4	0.015617823	0.039810136	0	0.798040116	0	0.145536671	0	0	0.000918695	7.66E-05	0	0.003215434	0	0.004670035	0.000229674	0.030852856	0.001607717	0.001224927	0.005282499	0	0.000459348	0.000153116	0	0.000995253	0	0	0.000229674	0.000459348	0	0	0.005435615	0	0.051982851	0.00076558	0.008804165	0.004593477	0.00375134	0.099601899	0.175088042	0.021589343	0.004823151	0.002067065	0.00076558	0	0.035829123	0.078471903	0.017072424	0	0.020976879	0.163757464	0.044327056	0.00260297	0.013627316	0	0	0.000612464	0.000229674	0.000306232	0.001224927	0.007579237	0	0.00038279	0	0.002526412	7.66E-05	0.001378043	0.138952687	0.000229674	0.000229674	0	0.000918695
278.4	0.001297154	0.388166777	8.82E-06	0.552852416	1.76E-05	0.056765939	0	0.000167659	0	0	8.82E-06	8.82E-05	0	0.000600044	0	0.273214207	0.078093977	0.008983013	0.017215972	0	0.005303331	0.001067726	0	6.18E-05	8.82E-06	3.53E-05	1.76E-05	7.94E-05	0	4.41E-05	0.000679462	3.53E-05	0.029631591	0.00059122	2.65E-05	0.000361791	0.000255901	0.038146923	0.080785352	0.014039268	0.018998456	0.00139422	6.18E-05	0.00010589	0.000767704	0.016033532	0.000494154	0	0.016757114	0.20069711	0.041041253	0.011039047	0.057966027	9.71E-05	4.41E-05	2.65E-05	0.00031767	0.00027355	0.00128833	0.001473638	3.53E-05	8.82E-06	1.76E-05	0.004491507	0.000988308	0.001438341	0.046035738	3.53E-05	0.000414736	0	0
